Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	Eosin: Mean	Eosin: Median	Eosin: Min	Eosin: Max	Eosin: Std.Dev.
kwa-4 肺_Default_Extended.tif	ed365eb2-0e6f-4139-96b9-55463caa8816	Detection			Annotation	Polygon	734.03	306.39	70.25	40	0.5517	0.9351	12.2168	8.0432	0.5841	0.5749	0.1666	1.0053	0.1833	0.6552	0.4989	0.0875	1.591	0.4293
kwa-4 肺_Default_Extended.tif	8a3ed945-4b62-450e-942e-ea44d609bb09	Detection			Annotation	Polygon	752.01	306.74	61.5	35	0.6309	0.9443	10.7005	8.4	0.5951	0.5738	0.2912	0.9195	0.1433	0.4189	0.2741	-0.0698	1.5809	0.4179
kwa-4 肺_Default_Extended.tif	e88e6719-1b75-40e7-9c7a-489c304841a7	Detection			Annotation	Polygon	777.24	307.84	47.25	31	0.6179	0.9265	9.7082	7.379	0.6594	0.6793	0.2727	0.9381	0.1365	0.7273	0.5649	0.0878	1.6251	0.4968
kwa-4 肺_Default_Extended.tif	7e825cd0-3af4-4f8e-ad71-aa932cca40bd	Detection			Annotation	Polygon	854.4	308.46	53.5	34	0.5816	0.9165	10.7381	7.9057	0.769	0.7622	0.2606	1.4121	0.2195	0.6754	0.5853	0.0137	1.5247	0.4321
kwa-4 肺_Default_Extended.tif	74df64da-ca4a-4e3d-bce6-849012624f56	Detection			Annotation	Polygon	710.24	310.14	76.75	41	0.5737	0.9303	12.7475	9	0.516	0.4953	0.2783	0.9819	0.137	0.2841	0.2124	0.0787	1.5097	0.2353
kwa-4 肺_Default_Extended.tif	0978f8c4-7f28-4c53-8b25-27ce44692f2a	Detection			Annotation	Polygon	700.16	312.65	29	27	0.4999	0.8788	8.9443	4.932	0.6858	0.6368	0.2988	1.5522	0.216	0.6012	0.4319	0.0558	1.4984	0.4195
kwa-4 肺_Default_Extended.tif	f4dca66e-e00e-4020-a97f-7c25e14051f1	Detection			Annotation	Polygon	785.97	313.23	25.5	24	0.5563	0.8987	6.9762	5.5	0.5805	0.5552	0.3241	0.9817	0.1458	0.4193	0.2866	0.1142	1.5542	0.3405
kwa-4 肺_Default_Extended.tif	522d269a-a3c0-4309-821e-3fa47178786c	Detection			Annotation	Polygon	727.33	313.7	57.5	35	0.5899	0.9369	9.7217	8	0.5357	0.5364	0.176	1.1113	0.1572	0.2514	0.171	-0.0239	1.5823	0.3033
kwa-4 肺_Default_Extended.tif	a75e2825-e7e6-43bd-aaeb-72b87f1607c3	Detection			Annotation	Polygon	801.1	313.77	48	34	0.5218	0.9035	9.9757	7.0724	0.6207	0.6071	0.4099	0.9363	0.0913	0.5012	0.4245	0.1168	1.4989	0.2967
kwa-4 肺_Default_Extended.tif	01d5f0f8-153b-493e-b381-bd52d34748ad	Detection			Annotation	Polygon	806.34	315.48	39	33	0.45	0.8643	9.3408	6.261	0.647	0.6496	0.3501	0.9012	0.112	0.8045	0.6933	0.157	1.6092	0.4148
kwa-4 肺_Default_Extended.tif	796eb45c-c377-488d-b24d-bb9f0d9c3433	Detection			Annotation	Polygon	832.73	315.42	56	34	0.6088	0.9333	9.4868	8	0.7307	0.6966	0.3854	1.2404	0.2057	0.4482	0.3381	-0.1209	1.5445	0.3678
kwa-4 肺_Default_Extended.tif	cc86c81e-a77c-43b1-ba32-14585314aa36	Detection			Annotation	Polygon	843.75	317.11	67	39	0.5535	0.9338	12.2066	7.7782	0.7842	0.8214	0.3785	1.2725	0.1721	0.9179	0.9938	0.1068	1.5653	0.4235
kwa-4 肺_Default_Extended.tif	9f011a64-d568-40e5-bb0b-5cb17869b5f2	Detection			Annotation	Polygon	793	317.33	18.25	20	0.5733	0.9068	6.265	4.5	0.7433	0.7396	0.4091	1.1222	0.1761	0.8045	0.7493	0.1161	1.5281	0.4612
kwa-4 肺_Default_Extended.tif	27cafbb3-ca87-4378-b30c-cb8a9061e6be	Detection			Annotation	Polygon	761.55	316.52	86	43	0.5845	0.9373	13.2052	9.6002	0.4593	0.4524	0.1573	0.7649	0.0971	0.2721	0.2344	0.0935	1.4516	0.1447
kwa-4 肺_Default_Extended.tif	e0d51d2e-dea8-4f9c-a27c-f923c9947abc	Detection			Annotation	Polygon	855.38	317.55	48	31	0.6277	0.9366	8.9529	7.5	0.837	0.8165	0.376	1.617	0.239	0.6523	0.5218	-0.0125	1.5522	0.4559
kwa-4 肺_Default_Extended.tif	35a5d272-b804-4a79-81fb-bb9bb8dc8b0d	Detection			Annotation	Polygon	697.82	318.79	34.25	28	0.549	0.9073	8.7329	6	0.6802	0.6954	0.3695	0.9257	0.1215	0.7245	0.599	0.1356	1.5371	0.4237
kwa-4 肺_Default_Extended.tif	1f85e359-0cb8-41c5-a872-8f2cad5c1204	Detection			Annotation	Polygon	820.78	319.81	30.75	27	0.5301	0.9044	8.6023	5.3033	0.3723	0.3676	0.2213	0.5733	0.077	0.1354	0.1124	0.0558	0.4284	0.0721
kwa-4 肺_Default_Extended.tif	a09a29ef-0ac5-46e8-aba7-5f249770aae3	Detection			Annotation	Polygon	707.22	320.85	47	32	0.5768	0.9216	9.8717	7	0.668	0.6732	0.3074	1.0128	0.1348	0.8038	0.7071	0.1226	1.7285	0.4807
kwa-4 肺_Default_Extended.tif	4f7a38e9-1e55-4b55-9688-8794118de606	Detection			Annotation	Polygon	839.11	321.29	17.5	20	0.5498	0.915	6.5192	3.8891	0.6544	0.643	0.3349	0.99	0.1456	0.6584	0.4975	0.1542	1.523	0.4347
kwa-4 肺_Default_Extended.tif	c82ad498-6872-46b7-8483-fff2f78b84bd	Detection			Annotation	Polygon	788.64	321.74	53.25	33	0.6145	0.9446	10.5119	7	0.3811	0.3498	0.1449	0.7685	0.1198	0.1593	0.1191	0.0385	0.9271	0.1398
kwa-4 肺_Default_Extended.tif	255c11b5-bf46-4bca-a060-61d761167fbe	Detection			Annotation	Polygon	865.67	322.31	77	44	0.4998	0.9291	13.5207	8.1317	0.6702	0.6845	0.2396	1.0252	0.1464	0.7643	0.6461	0.0577	1.5986	0.4594
kwa-4 肺_Default_Extended.tif	c8f8bc08-d49f-431f-bc9a-8551efa7d1a2	Detection			Annotation	Polygon	874.26	321.05	20.5	25	0.4122	0.9266	9.5131	3	0.7554	0.794	0.317	1.1459	0.1944	0.6867	0.6384	0.0583	1.4859	0.4722
kwa-4 肺_Default_Extended.tif	c1443add-1921-4ae6-a83b-3b61a367ab52	Detection			Annotation	Polygon	732.45	323.7	57.25	34	0.6223	0.9385	9.9314	8.4146	0.6764	0.6834	0.1796	1.1209	0.1721	0.5965	0.475	-0.014	1.5245	0.4164
kwa-4 肺_Default_Extended.tif	593dce4b-d7b3-4117-ac68-3374d3bdae1e	Detection			Annotation	Polygon	721.42	322.8	79.75	43	0.542	0.9101	12.3491	8.7207	0.5283	0.4939	0.1887	1.1386	0.1676	0.2593	0.1763	0.0544	1.438	0.2606
kwa-4 肺_Default_Extended.tif	ec158713-e8d4-412c-8dde-a438872679ab	Detection			Annotation	Polygon	826.66	325.09	49.5	33	0.5712	0.9231	9.3361	7.7658	0.7092	0.6813	0.287	1.4585	0.1985	0.6073	0.4591	-0.0328	1.5702	0.4204
kwa-4 肺_Default_Extended.tif	d02cd050-f8ed-46e0-81b6-98bed250d2da	Detection			Annotation	Polygon	857.97	325.7	30	25	0.6032	0.9302	7.5549	6	0.7494	0.751	0.4119	1.0484	0.1429	0.7469	0.687	0.1047	1.4727	0.4309
kwa-4 肺_Default_Extended.tif	0d95a759-bf40-46ac-9866-8c229f06f1cf	Detection			Annotation	Polygon	774.52	326.21	51.75	33	0.5972	0.9345	10.7355	6.9621	0.6097	0.6059	0.3119	0.9251	0.147	0.5693	0.3972	0.0666	1.5669	0.4378
kwa-4 肺_Default_Extended.tif	c716fab6-8ae0-482c-bede-b92eeaaed07f	Detection			Annotation	Polygon	814.74	326.31	15.75	19	0.5483	0.9065	6.1138	3.8891	0.7585	0.7871	0.3804	1.1107	0.1814	0.8449	0.7084	0.1311	1.7047	0.4744
kwa-4 肺_Default_Extended.tif	97142348-87dd-4194-95ab-a1ae2be7807f	Detection			Annotation	Polygon	848.08	326.27	44	30	0.6144	0.9362	9.8615	6.5	0.8118	0.7618	0.4117	1.9344	0.2802	0.6604	0.5334	0.0839	1.489	0.4293
kwa-4 肺_Default_Extended.tif	726e92d9-95e9-4932-be8e-f25e31af7ec1	Detection			Annotation	Polygon	713.95	326.88	30.75	25	0.6183	0.9354	7.433	5.5	0.4511	0.4193	0.2018	0.9887	0.1702	0.2291	0.1948	-0.0106	1.2305	0.1848
kwa-4 肺_Default_Extended.tif	7b0e5664-5c42-4ad6-9cc5-6b6547f45c54	Detection			Annotation	Polygon	800.75	330.55	48.75	38	0.4242	0.8725	12.3491	5.6892	0.6646	0.6796	0.3054	0.9503	0.1393	0.7821	0.6648	0.1023	1.5408	0.4296
kwa-4 肺_Default_Extended.tif	6f9bde26-fe92-4bf3-9d77-002713298f76	Detection			Annotation	Polygon	807.21	328.06	57.5	38	0.5004	0.9163	12.8062	6.7	0.6376	0.6181	0.2506	1.0505	0.1699	0.6645	0.4865	0.0493	1.6083	0.4697
kwa-4 肺_Default_Extended.tif	c0d04ce3-cf63-4d14-ad12-ee77981243ae	Detection			Annotation	Polygon	861.92	330.78	47.5	33	0.5481	0.9223	10.0263	6.7175	0.6808	0.6488	0.3043	1.2202	0.1865	0.6206	0.4461	0.0966	1.5214	0.4637
kwa-4 肺_Default_Extended.tif	fea1b436-0604-4a5e-83a2-93ad01859189	Detection			Annotation	Polygon	702.22	331.34	46.5	32	0.5706	0.9231	10.6888	5.5	0.5758	0.4519	0.2266	1.8747	0.337	0.374	0.1873	0.0057	1.5523	0.3954
kwa-4 肺_Default_Extended.tif	b7a7e17b-8ac9-40a8-8d74-861f88c3916c	Detection			Annotation	Polygon	835.89	332.87	55.75	42	0.3972	0.8677	15.0416	5.3251	0.8446	0.8102	0.3382	1.5724	0.2391	0.7155	0.6192	-0.0574	1.5961	0.4715
kwa-4 肺_Default_Extended.tif	4b87decc-eea5-493c-addc-54dd7d4323b8	Detection			Annotation	Polygon	844.47	333.02	50.5	34	0.549	0.9203	11.2805	6	0.7305	0.7289	0.386	1.0249	0.1314	0.7502	0.6166	0.1517	1.4889	0.4354
kwa-4 肺_Default_Extended.tif	0bfd4218-e00e-4d18-be49-f519cdae2f93	Detection			Annotation	Polygon	851	335.19	34	27	0.5861	0.9444	9.434	5.5	0.7442	0.7096	0.3103	1.1936	0.2115	0.6857	0.5499	0.1204	1.5911	0.4505
kwa-4 肺_Default_Extended.tif	c6e8c757-c1b4-4d86-ab20-02794bcb0a8f	Detection			Annotation	Polygon	775.28	335.77	49.5	32	0.6075	0.9429	9.3477	7.4246	0.4322	0.4219	0.1433	0.7686	0.1246	0.2644	0.1593	-0.0168	1.5549	0.2949
kwa-4 肺_Default_Extended.tif	066590aa-8f1b-4485-aa34-99f97185f2b0	Detection			Annotation	Polygon	821.28	336.93	160.75	58	0.6005	0.9568	16.1399	13.7886	0.4124	0.4005	0.0516	0.8789	0.1376	0.2525	0.1633	0.018	1.6146	0.2831
kwa-4 肺_Default_Extended.tif	427a538e-68d8-42ad-88a6-7821ad6c3126	Detection			Annotation	Polygon	794.33	337.57	60.75	39	0.5019	0.9067	11.4762	7.261	0.3375	0.3149	0.1468	0.8268	0.1151	0.2608	0.212	0.1151	1.5796	0.1841
kwa-4 肺_Default_Extended.tif	3f68491e-8437-49cd-a901-4fa90c1d853c	Detection			Annotation	Polygon	724.18	339.29	16.75	19	0.5831	0.8933	5.5326	4.5	0.5058	0.5207	0.1975	0.794	0.1523	0.3823	0.2636	0.0739	1.4403	0.3148
kwa-4 肺_Default_Extended.tif	4f39720b-3473-4833-8710-a05fa1dffde5	Detection			Annotation	Polygon	854.55	342.88	11.5	16	0.5645	0.902	5.4083	3.3204	0.6539	0.6459	0.3142	0.9627	0.1724	0.8304	0.7036	0.1768	1.5679	0.4824
kwa-4 肺_Default_Extended.tif	bc43a9aa-3822-4c1d-bb78-1bb3dd8331cf	Detection			Annotation	Polygon	810.29	343.99	72.75	39	0.6011	0.9448	10.7703	9.3287	0.3061	0.2901	0.1545	0.8028	0.0896	0.2194	0.1801	0.0726	1.5153	0.1589
kwa-4 肺_Default_Extended.tif	37a004a1-d166-4a5f-864c-8980416a5dbd	Detection			Annotation	Polygon	708.74	344.34	70.5	39	0.5825	0.9307	12.5616	7.7847	0.3873	0.366	0.1632	0.7832	0.1174	0.1837	0.1563	0.0017	1.0723	0.1341
kwa-4 肺_Default_Extended.tif	cdc898ab-d35c-46e1-a3e6-724ba01f2387	Detection			Annotation	Polygon	848.41	346.84	41	31	0.5361	0.9239	10.2652	5.8138	0.7916	0.8161	0.3492	1.2249	0.1755	0.8535	0.7703	0.1043	1.5768	0.4402
kwa-4 肺_Default_Extended.tif	9077279c-9f59-46c7-bb82-77df92c02370	Detection			Annotation	Polygon	689.33	346.58	15	19	0.5221	0.8955	6.3246	3	0.7301	0.715	0.4045	1.0224	0.1899	0.8205	0.8123	0.0109	1.4954	0.4673
kwa-4 肺_Default_Extended.tif	881a62a1-fa09-4815-9904-facfdc5b5098	Detection			Annotation	Polygon	841.1	347.08	31.75	28	0.5089	0.9039	9.1788	4.8507	0.5171	0.4953	0.226	0.9171	0.1772	0.4317	0.235	0.0705	1.5399	0.411
kwa-4 肺_Default_Extended.tif	1e95fbbe-dac6-49d5-b7ba-d5f49a8e0073	Detection			Annotation	Polygon	872.68	348.6	12	16	0.589	0.9057	4.9244	3.5	0.5699	0.5666	0.3691	0.8071	0.1221	0.4687	0.3916	0.1292	1.4769	0.3069
kwa-4 肺_Default_Extended.tif	b5e6a902-f4eb-4a31-97c8-eaf7699920a1	Detection			Annotation	Polygon	832.7	349.37	16.5	20	0.5184	0.8742	6.265	3.9528	0.5283	0.5118	0.2029	0.8967	0.1586	0.5398	0.3796	0.1923	1.5226	0.377
kwa-4 肺_Default_Extended.tif	8418594e-20df-4e06-8986-54635acf31e1	Detection			Annotation	Polygon	771.23	350.62	63	39	0.5205	0.9197	12.3693	7.5	0.3156	0.3158	0.1688	0.5749	0.0682	0.2198	0.2034	0.1146	0.7797	0.084
kwa-4 肺_Default_Extended.tif	a7ba0007-d0bb-4314-a7ac-e3b6a87e59fc	Detection			Annotation	Polygon	802.83	351.06	24.75	26	0.4601	0.8959	8.5442	4.2426	0.8994	0.9321	0.3269	1.6068	0.2572	0.8283	0.9747	0.0473	1.516	0.4583
kwa-4 肺_Default_Extended.tif	0d7c09ec-69ce-45ad-9d9e-47ab3afc0034	Detection			Annotation	Polygon	723.46	350.9	81.5	51	0.3938	0.8512	17.1026	7.2326	0.3161	0.3059	0.1034	0.7406	0.1023	0.1953	0.1744	0.0559	1.4825	0.1212
kwa-4 肺_Default_Extended.tif	9b8353ca-66ca-44fd-b34c-be74c06783d1	Detection			Annotation	Polygon	863.71	353.56	61.25	39	0.506	0.9074	12.7475	6.8961	0.7153	0.7116	0.3107	1.2674	0.1902	0.7282	0.6071	0.0214	1.5398	0.4398
kwa-4 肺_Default_Extended.tif	2100ddfb-aced-4885-a3f4-a8294da2ce97	Detection			Annotation	Polygon	843.87	358.38	30	28	0.4809	0.8571	9.3408	4.4539	0.5357	0.5445	0.2839	0.8001	0.1295	0.5594	0.4299	0.1456	1.5603	0.4099
kwa-4 肺_Default_Extended.tif	5241d8e6-744a-46b8-a694-d9206a33624a	Detection			Annotation	Polygon	759.99	363.05	95.75	48	0.5222	0.8907	13.6481	10.9602	0.5176	0.4912	0.2576	0.9166	0.133	0.39	0.2163	0.0295	1.5434	0.3961
kwa-4 肺_Default_Extended.tif	27d8c360-107e-40e5-96ee-a502842e34ac	Detection			Annotation	Polygon	858.26	363.1	46.25	31	0.6048	0.9463	10.0623	6.5	0.5937	0.5738	0.3235	0.9972	0.1574	0.5605	0.4434	0.1106	1.5373	0.4029
kwa-4 肺_Default_Extended.tif	aba74774-e3d5-4dfb-9060-cc1612972546	Detection			Annotation	Polygon	771.58	366.37	29.25	34	0.318	0.7622	11.1803	4.8022	0.65	0.6413	0.2493	1.1715	0.1803	0.7348	0.5873	0.1564	1.5191	0.4413
kwa-4 肺_Default_Extended.tif	9750631f-d0e6-496c-81ea-b18a5d0f68a2	Detection			Annotation	Polygon	833.6	371.6	57.75	37	0.5301	0.9167	11.8849	6.5385	0.4128	0.373	0.1429	0.9058	0.16	0.2814	0.2186	0.1196	1.4345	0.2133
kwa-4 肺_Default_Extended.tif	3366944a-77d9-4607-a9e0-8ec816e9c0d7	Detection			Annotation	Polygon	811.51	374.49	44.25	30	0.6178	0.9491	9.0211	7.0711	0.5856	0.5753	0.1676	1.1301	0.1988	0.5029	0.361	0.1004	1.5333	0.3918
kwa-4 肺_Default_Extended.tif	7916b993-526f-4c51-917a-be8e4e84baa4	Detection			Annotation	Polygon	768.61	375.31	74.25	41	0.5551	0.931	13.1244	8.4853	0.507	0.4917	0.264	0.9545	0.1116	0.317	0.2222	0.0748	1.5922	0.2428
kwa-4 肺_Default_Extended.tif	75d4ae7e-1ca6-48bf-b706-69e4fe301e73	Detection			Annotation	Polygon	872.92	375.56	46	30	0.6423	0.9608	9.837	5.5	0.4376	0.4338	0.0951	0.7813	0.1438	0.6823	0.4776	-0.0398	1.8897	0.5747
kwa-4 肺_Default_Extended.tif	f954e35b-33b2-4a95-a0f7-a43e38e30d97	Detection			Annotation	Polygon	758.31	375.25	53	34	0.5761	0.9422	11.2361	6.9318	0.8339	0.7928	0.232	1.4658	0.2585	0.7845	0.7018	-0.0263	1.5904	0.4413
kwa-4 肺_Default_Extended.tif	6f59c279-b461-4646-ad77-83f03bfdeb8b	Detection			Annotation	Polygon	782.42	377.29	52.25	35	0.536	0.9248	10.3117	7.5	0.5545	0.5317	0.2339	0.8736	0.1456	0.543	0.3565	0.1523	1.5169	0.405
kwa-4 肺_Default_Extended.tif	93a6ddab-4da6-4cf9-bf8b-4637c08bc9fd	Detection			Annotation	Polygon	849.2	382.17	54.5	35	0.5591	0.9237	11.6297	6.926	0.39	0.3957	0.1886	0.6077	0.0863	0.2282	0.2035	0.0994	0.977	0.0952
kwa-4 肺_Default_Extended.tif	1d86b54b-8019-4367-8d1b-5a347cab80bb	Detection			Annotation	Polygon	703.74	382.99	43.5	30	0.6074	0.9231	8.903	7.5	0.6132	0.5982	0.3644	0.8929	0.1076	0.5045	0.3083	0.0792	1.5892	0.4213
kwa-4 肺_Default_Extended.tif	76931883-429c-4653-bc60-ef2be1e9b213	Detection			Annotation	Polygon	795.05	382.71	64	37	0.5875	0.9259	11.8849	7.5	0.4352	0.4114	0.2267	0.8572	0.1121	0.2303	0.182	0.0471	1.5466	0.2148
kwa-4 肺_Default_Extended.tif	3a91c3fd-e73e-4267-9da6-d5edfa8df31c	Detection			Annotation	Polygon	696.21	384.85	32.75	28	0.5249	0.8973	8.7472	5.3358	0.6237	0.5926	0.2606	1.1274	0.2201	0.5015	0.3333	0.0308	1.4829	0.3798
kwa-4 肺_Default_Extended.tif	49bf6404-cef7-4ee8-b904-4a927969ce08	Detection			Annotation	Polygon	808.26	389.62	39.5	29	0.5902	0.9213	8.9094	6.6564	1.0629	0.9164	0.2691	4.3851	0.5615	0.8023	0.8722	-1.2547	1.5764	0.5097
kwa-4 肺_Default_Extended.tif	d89463dd-1ee4-4c98-8f60-5815112bb4fb	Detection			Annotation	Polygon	800.14	392.26	54.5	35	0.5591	0.9179	9.837	7.7064	0.7317	0.7119	0.158	1.636	0.2887	0.7723	0.7041	0.0329	1.6509	0.443
kwa-4 肺_Default_Extended.tif	826e0cc2-4bbd-4747-9b2a-810c6f5ca32b	Detection			Annotation	Polygon	825.09	391.81	31.25	27	0.5387	0.9025	8.9022	5.4424	0.4259	0.4122	0.1751	0.7734	0.1177	0.3718	0.2494	0.1018	1.5556	0.339
kwa-4 肺_Default_Extended.tif	9ac66d06-de3b-4215-8936-d0a1e10effcb	Detection			Annotation	Polygon	740.4	393.3	68.25	39	0.5639	0.9381	11.7637	8.1317	0.6101	0.5959	0.2966	1.0028	0.1522	0.5144	0.3646	-0.0165	1.5523	0.378
kwa-4 肺_Default_Extended.tif	900beab6-9d0a-4a9d-ae3c-6c83b2c3a80a	Detection			Annotation	Polygon	722.16	395.42	33	31	0.4315	0.8489	10.5475	4.4872	0.4351	0.4227	0.1455	0.8418	0.1255	0.2927	0.2273	0.0789	1.4398	0.2133
kwa-4 肺_Default_Extended.tif	8843a2a3-34e0-45c5-b5ab-55192abbc754	Detection			Annotation	Polygon	843.38	394.67	48.75	32	0.5983	0.9286	9.2195	7	0.4576	0.4322	0.1886	0.8789	0.1631	0.3318	0.2388	0.0988	1.4729	0.2483
kwa-4 肺_Default_Extended.tif	b81182a8-0113-4d34-9f67-0c5b1a52f835	Detection			Annotation	Polygon	790.06	396.19	29.5	25	0.5931	0.9147	7.6322	6	0.3807	0.3629	0.1911	0.6627	0.0957	0.1751	0.1621	0.0777	0.5225	0.0713
kwa-4 肺_Default_Extended.tif	81532456-a9ad-48e3-8886-3d43aa2a4d06	Detection			Annotation	Polygon	813.08	398.86	22.25	23	0.5285	0.9175	8.1394	3.5	0.5429	0.4845	0.2321	1.1895	0.2142	0.4683	0.3133	-0.0111	1.5966	0.3888
kwa-4 肺_Default_Extended.tif	4f60c86f-9eea-40c1-8da5-64c5234f6d80	Detection			Annotation	Polygon	854.11	370.71	9.75	15	0.5445	0.8667	4.7434	3	0.3601	0.3501	0.2009	0.5216	0.0784	0.2575	0.2381	0.1258	0.4485	0.0712
kwa-4 肺_Default_Extended.tif	36855f5e-ffb0-4021-957b-b3565315ae25	Detection			Annotation	Polygon	733.43	396.8	56	39	0.4627	0.8582	11.8004	7.0724	0.6297	0.6066	0.3251	0.9911	0.1534	0.4737	0.2874	0.0494	1.5987	0.4057
kwa-4 肺_Default_Extended.tif	644c9eaa-9a57-482c-8859-3f548d0ac308	Detection			Annotation	Polygon	827.7	400.54	64.5	35	0.6617	0.9556	10.3175	8	0.5502	0.5116	0.2067	1.7245	0.1836	0.3516	0.2804	-0.0559	1.527	0.2199
kwa-4 肺_Default_Extended.tif	9454b5ea-4b13-4b69-9d54-91b3a3b0ec60	Detection			Annotation	Polygon	753.52	400.45	60.25	35	0.6181	0.9396	10.0636	8	0.6262	0.6057	0.3395	1.1031	0.1546	0.4595	0.3297	0.1122	1.5912	0.34
kwa-4 肺_Default_Extended.tif	bf79308a-be40-4441-bd27-44122785d14d	Detection			Annotation	Polygon	873.26	403.86	19.75	22	0.5128	0.8876	7.4333	4.9497	0.3496	0.3538	0.1159	0.567	0.0864	0.0435	0.0364	-0.1237	0.1867	0.0658
kwa-4 肺_Default_Extended.tif	44c8f549-b153-4b94-bc70-ab093be61f21	Detection			Annotation	Polygon	837.37	404.33	17.75	20	0.5576	0.8987	5.4746	4.9497	0.4329	0.4447	0.1927	0.7059	0.1101	0.2621	0.2374	0.0563	0.5289	0.1426
kwa-4 肺_Default_Extended.tif	8312c1d0-3091-4516-9130-88681b376cc1	Detection			Annotation	Polygon	733.65	406.3	55.25	35	0.5668	0.9189	9.7153	8.3103	0.5732	0.5654	0.2477	0.9819	0.1536	0.3784	0.2394	-0.0059	1.588	0.3855
kwa-4 肺_Default_Extended.tif	3f4bba20-c474-45da-88d8-17bdc61b347d	Detection			Annotation	Polygon	795.05	407.14	51.5	34	0.5598	0.9217	9.9762	7.5	0.3893	0.3689	0.1208	0.7753	0.1141	0.3207	0.2183	0.0152	1.6991	0.316
kwa-4 肺_Default_Extended.tif	fa2cb7b7-e241-4720-8bd2-76170eaf90a6	Detection			Annotation	Polygon	744.32	408	56.75	33	0.6549	0.9478	9.6113	8	0.574	0.567	0.2698	0.915	0.1148	0.2423	0.2046	0.0137	1.3574	0.171
kwa-4 肺_Default_Extended.tif	d60faa44-9993-409a-ba8f-908bd7f03863	Detection			Annotation	Polygon	724.67	408.94	21.25	21	0.6055	0.929	6.3246	4.5	0.5338	0.5319	0.2855	0.745	0.1214	0.2073	0.195	0.0312	1.0078	0.1385
kwa-4 肺_Default_Extended.tif	07e9551d-246b-48f7-989a-eb5441c96cc6	Detection			Annotation	Polygon	830.94	409.23	48.75	34	0.5299	0.9091	10.2724	7.9383	0.8244	0.7508	0.2666	2.3532	0.3681	0.6312	0.4567	-0.0775	1.5119	0.4318
kwa-4 肺_Default_Extended.tif	f7add3db-e958-4b61-8454-d67588444d7a	Detection			Annotation	Polygon	756.88	409.39	42.75	32	0.5246	0.912	11.4018	4.7762	0.3967	0.3791	0.26	0.6953	0.073	0.1874	0.1668	0.0443	0.601	0.0919
kwa-4 肺_Default_Extended.tif	fe8475f6-ba42-4024-9508-015b9d7190c2	Detection			Annotation	Polygon	862.92	411.26	144	55	0.5982	0.9521	16.1555	12.5	0.329	0.3229	0.1756	0.7628	0.0697	0.1759	0.1681	0.0539	0.8096	0.0551
kwa-4 肺_Default_Extended.tif	673416b4-8775-428c-9fcd-d3b73f637bd4	Detection			Annotation	Polygon	821.95	413.26	30	26	0.5577	0.9091	7.7059	5.5	0.6398	0.6316	0.3455	1.0129	0.1688	0.6971	0.5396	0.0626	1.6007	0.4683
kwa-4 肺_Default_Extended.tif	3df1af88-350c-4a07-acf1-94e347e3ef48	Detection			Annotation	Polygon	741.05	415.03	56.25	35	0.577	0.924	10.8167	7.9196	0.6818	0.6803	0.2857	1.0795	0.153	0.571	0.4558	0.0667	1.5307	0.3796
kwa-4 肺_Default_Extended.tif	ca7de6a0-053f-458d-a85b-692621b88be0	Detection			Annotation	Polygon	732.89	416.61	59.5	36	0.5769	0.9136	11.6619	7.3902	0.5938	0.5835	0.3118	1.0798	0.1286	0.3559	0.2767	0.0457	1.5108	0.2494
kwa-4 肺_Default_Extended.tif	0c5f038e-9b41-43c9-9569-9b1b1d0d07c5	Detection			Annotation	Polygon	767.51	416.2	65	40	0.5105	0.9204	12.0208	8.4095	0.5711	0.5695	0.2994	0.9851	0.1337	0.2791	0.2109	-0.0482	1.514	0.295
kwa-4 肺_Default_Extended.tif	49737551-3e4f-4a35-a971-8adc120aba95	Detection			Annotation	Polygon	720.09	416.34	24.5	24	0.5345	0.8869	7.433	4.9923	0.5153	0.4973	0.2036	0.8844	0.1333	0.454	0.2612	0.075	1.5308	0.4325
kwa-4 肺_Default_Extended.tif	5dbb0e52-ccda-4741-8649-025226476288	Detection			Annotation	Polygon	756.67	417.46	50	33	0.577	0.9368	10.3078	7	0.6756	0.6574	0.2904	1.1261	0.1699	0.5997	0.4371	0.0342	1.6837	0.4941
kwa-4 肺_Default_Extended.tif	d18324e0-7170-4c2b-8d3f-607d494d8bc6	Detection			Annotation	Polygon	832.98	417.07	20.75	22	0.5387	0.8973	6.6708	4.5	1.0738	0.9813	0.3367	3.2471	0.5851	0.4986	0.4269	-0.3779	1.5663	0.3772
kwa-4 肺_Default_Extended.tif	b7a16047-e240-48ce-a85c-ba61cbbcaf11	Detection			Annotation	Polygon	704.78	418.17	50.25	31	0.6571	0.9526	9.7164	7	0.5631	0.5508	0.1923	1.0859	0.1947	0.5369	0.3251	0.0364	1.6053	0.4879
kwa-4 肺_Default_Extended.tif	5c8af31e-6fab-4cd4-8361-ecf9146e07e8	Detection			Annotation	Polygon	791.34	419.07	37	29	0.5529	0.9024	9.0139	5.6996	0.6544	0.6405	0.2859	0.9991	0.1749	0.602	0.4031	-0.1434	1.5577	0.5381
